f0,f1,f2,f3,f4,f5,f6,f7,f8,vendas
32.5,17.3,94,4,11,1,12.0,5.0,0.583,8
33.0,0.0,55,4,6,1,50.0,25.0,0.5,12
15.8,0.0,89,2,12,1,25.0,8.0,0.68,17
29.6,2.5,87,1,17,1,10.0,3.5,0.65,52
28.5,7.0,41,6,14,1,5.0,2.0,0.6,34
23.9,0.0,58,6,12,1,7.0,3.0,0.571,74
21.2,0.0,31,4,6,1,5.0,1.5,0.7,40
29.9,0.0,69,6,6,1,12.0,6.0,0.5,3
29.8,0.0,57,3,17,1,12.0,5.0,0.583,5
30.6,16.5,77,4,9,1,12.0,6.0,0.5,12
28.7,0.0,73,2,9,1,10.0,3.5,0.65,21
22.5,0.0,96,2,15,1,7.0,3.0,0.571,12
35.7,0.0,47,6,18,0,8.0,2.0,0.75,53
30.1,0.0,34,2,19,1,12.0,5.0,0.583,32
37.9,0.0,90,2,13,1,15.0,7.0,0.533,21
26.7,16.9,90,4,11,1,5.0,1.5,0.7,30
20.9,0.0,72,4,11,0,5.0,2.0,0.6,22
20.1,0.0,72,5,15,1,5.0,1.5,0.7,38
28.5,9.3,39,3,7,1,20.0,7.0,0.65,13
26.5,0.0,36,3,22,1,12.0,6.0,0.5,22
37.8,0.0,53,3,20,1,5.0,2.0,0.6,18
26.2,0.0,30,1,16,1,8.0,2.0,0.75,30
19.8,15.5,41,6,11,1,12.0,6.0,0.5,10
25.0,8.6,98,3,18,1,5.0,2.0,0.6,0
23.6,0.0,30,2,22,1,8.0,3.5,0.563,10
20.7,0.0,79,2,15,1,5.0,1.5,0.7,15
22.0,1.3,96,2,15,1,10.0,3.5,0.65,33
22.8,17.8,54,2,21,1,15.0,7.0,0.533,21
15.4,4.5,51,1,6,1,5.0,2.0,0.6,46
31.4,15.8,36,5,14,1,4.0,1.2,0.7,46
30.2,0.0,44,6,6,1,15.0,7.0,0.533,15
23.7,10.9,31,5,10,1,50.0,25.0,0.5,17
30.2,13.2,43,4,10,1,7.0,3.0,0.571,18
29.2,0.0,55,0,9,1,10.0,3.5,0.65,12
34.1,19.5,35,5,19,1,8.0,2.0,0.75,23
35.9,13.8,41,2,13,1,10.0,3.5,0.65,1
30.4,3.0,42,6,22,1,4.0,1.2,0.7,12
20.3,0.0,52,2,20,1,7.0,3.0,0.571,13
23.3,13.5,35,5,9,1,25.0,8.0,0.68,2
30.3,0.0,64,2,17,1,25.0,8.0,0.68,46
23.6,0.0,88,1,9,1,12.0,5.0,0.583,27
30.9,9.6,37,5,11,1,7.0,3.0,0.571,8
24.6,0.0,78,3,20,1,5.0,2.0,0.6,10
29.1,17.3,44,1,21,1,8.0,2.0,0.75,25
16.1,5.2,58,0,22,1,50.0,25.0,0.5,38
26.9,13.8,61,0,19,1,5.0,1.5,0.7,12
30.3,12.8,36,6,23,1,12.0,6.0,0.5,23
36.5,0.0,51,6,21,1,25.0,8.0,0.68,34
22.4,6.6,78,0,22,1,4.0,1.2,0.7,6
16.8,0.0,93,6,20,1,50.0,25.0,0.5,10
17.7,9.9,34,0,9,1,12.0,6.0,0.5,0
15.0,1.8,56,4,15,1,10.0,3.5,0.65,47
25.5,0.0,88,2,7,1,5.0,1.5,0.7,22
32.7,12.0,44,5,17,1,20.0,7.0,0.65,13
20.1,0.0,77,2,15,1,4.0,1.2,0.7,29
16.1,0.0,82,3,10,1,12.0,5.0,0.583,64
29.0,3.8,54,1,20,1,4.0,1.2,0.7,25
17.5,8.3,87,6,9,1,12.0,5.0,0.583,9
28.6,0.0,36,1,21,1,12.0,6.0,0.5,0
34.3,9.7,52,6,11,1,10.0,3.5,0.65,37
17.4,0.0,79,4,16,1,12.0,5.0,0.583,23
36.1,15.2,87,3,16,1,50.0,25.0,0.5,53
18.2,0.0,100,5,22,1,8.0,2.0,0.75,10
31.9,0.0,67,5,12,1,20.0,7.0,0.65,14
36.2,2.7,71,5,11,1,5.0,1.5,0.7,28
32.5,0.0,98,3,19,1,12.0,5.0,0.583,29
33.6,10.5,37,3,10,1,7.0,3.0,0.571,11
32.3,3.2,37,5,14,1,8.0,3.5,0.563,0
19.7,10.8,58,6,20,1,12.0,5.0,0.583,4
27.9,0.0,36,4,15,1,12.0,5.0,0.583,11
24.6,15.8,62,2,23,1,50.0,25.0,0.5,5
35.0,17.2,77,6,13,1,8.0,3.5,0.563,44
27.6,12.1,52,5,12,0,8.0,2.0,0.75,4
19.3,0.0,35,5,22,1,5.0,1.5,0.7,12
27.8,2.6,89,6,14,1,50.0,25.0,0.5,14
15.9,0.0,68,4,7,1,12.0,5.0,0.583,48
27.7,1.5,53,2,22,1,12.0,6.0,0.5,14
33.1,0.0,41,3,23,1,10.0,3.5,0.65,8
35.3,0.0,57,2,16,1,20.0,7.0,0.65,16
27.2,19.9,74,5,6,0,8.0,2.0,0.75,12
35.8,0.0,71,4,13,1,12.0,6.0,0.5,33
23.9,0.0,96,5,15,1,50.0,25.0,0.5,6
26.8,10.2,54,0,15,1,8.0,2.0,0.75,68
16.9,1.9,38,4,23,0,20.0,7.0,0.65,0
29.5,0.0,56,6,19,1,8.0,3.5,0.563,56
35.2,0.0,39,6,19,1,10.0,3.5,0.65,13
18.5,0.0,39,5,16,1,12.0,5.0,0.583,1
33.3,0.0,82,0,13,1,25.0,8.0,0.68,36
29.5,8.7,38,3,9,1,50.0,25.0,0.5,43
28.5,0.0,94,6,8,1,8.0,2.0,0.75,11
33.1,6.0,33,2,20,1,4.0,1.2,0.7,20
27.3,0.0,99,5,18,1,12.0,6.0,0.5,57
18.3,0.0,31,6,17,1,7.0,3.0,0.571,36
18.3,0.8,40,4,18,1,10.0,3.5,0.65,40
32.2,0.0,95,2,12,1,7.0,3.0,0.571,44
19.2,0.0,53,6,14,1,5.0,2.0,0.6,12
34.6,17.0,38,3,23,1,5.0,1.5,0.7,5
19.5,0.0,60,3,16,1,7.0,3.0,0.571,41
29.2,18.0,69,3,20,1,4.0,1.2,0.7,14
18.5,11.3,70,2,19,0,12.0,5.0,0.583,4
31.4,0.0,47,3,14,1,8.0,3.5,0.563,47
22.6,0.0,69,3,20,1,5.0,1.5,0.7,8
17.5,12.9,47,6,14,1,12.0,6.0,0.5,10
21.1,0.0,94,0,8,1,10.0,3.5,0.65,38
33.7,0.0,100,3,12,1,5.0,1.5,0.7,56
35.6,10.8,58,6,10,1,7.0,3.0,0.571,26
31.9,5.8,76,4,22,1,8.0,2.0,0.75,8
30.2,0.0,47,4,11,0,10.0,3.5,0.65,27
19.1,0.0,91,5,10,1,12.0,6.0,0.5,38
20.0,0.0,59,1,8,1,20.0,7.0,0.65,16
19.8,0.0,88,2,18,0,25.0,8.0,0.68,29
37.6,0.0,65,0,22,1,25.0,8.0,0.68,5
28.3,11.4,39,5,18,1,12.0,5.0,0.583,4
23.7,18.1,74,3,17,1,10.0,3.5,0.65,64
35.4,0.1,95,3,11,1,12.0,6.0,0.5,0
19.9,3.7,83,4,9,1,5.0,1.5,0.7,22
31.6,9.6,82,3,12,1,8.0,2.0,0.75,32
16.0,0.0,95,4,11,1,25.0,8.0,0.68,3
18.4,3.3,32,4,18,1,25.0,8.0,0.68,49
30.2,0.0,90,0,12,1,12.0,5.0,0.583,44
20.0,0.0,53,4,10,1,12.0,6.0,0.5,53
26.7,0.0,38,5,16,1,15.0,7.0,0.533,23
23.9,2.2,49,4,22,1,8.0,3.5,0.563,32
19.1,0.0,98,4,7,1,15.0,7.0,0.533,38
17.1,0.0,85,1,23,1,10.0,3.5,0.65,24
23.5,0.9,91,3,13,1,10.0,3.5,0.65,41
23.1,16.1,62,6,9,0,8.0,2.0,0.75,24
35.9,0.0,54,2,23,1,12.0,6.0,0.5,13
32.1,0.0,30,4,22,1,25.0,8.0,0.68,11
19.7,0.0,49,2,19,0,50.0,25.0,0.5,22
28.5,0.0,76,6,23,1,50.0,25.0,0.5,25
37.8,7.9,91,3,23,1,15.0,7.0,0.533,23
27.9,9.7,80,4,17,1,5.0,2.0,0.6,50
34.7,0.0,50,0,13,1,12.0,5.0,0.583,32
26.7,0.0,36,2,23,0,4.0,1.2,0.7,29
37.2,0.1,85,6,10,1,5.0,2.0,0.6,27
21.1,0.0,81,0,7,1,4.0,1.2,0.7,40
27.0,0.0,52,4,7,1,15.0,7.0,0.533,18
25.1,4.0,34,6,22,1,5.0,1.5,0.7,28
26.7,14.0,30,1,7,1,8.0,2.0,0.75,10
37.9,0.0,81,3,17,0,5.0,2.0,0.6,19
26.9,0.0,100,5,8,1,15.0,7.0,0.533,53
34.1,0.0,65,2,17,1,7.0,3.0,0.571,19
37.2,9.1,82,4,6,1,8.0,3.5,0.563,0
27.8,0.0,95,2,16,1,10.0,3.5,0.65,36
33.7,11.5,61,3,18,1,7.0,3.0,0.571,32
37.1,9.2,63,4,6,1,8.0,2.0,0.75,38
29.6,19.9,82,5,13,1,4.0,1.2,0.7,39
27.3,14.0,73,1,15,1,20.0,7.0,0.65,8
36.4,9.5,54,1,14,1,4.0,1.2,0.7,8
19.6,0.0,55,1,14,1,12.0,6.0,0.5,14
23.2,15.6,99,0,21,1,8.0,3.5,0.563,5
23.5,6.3,95,6,14,1,25.0,8.0,0.68,27
20.1,11.5,99,4,19,1,7.0,3.0,0.571,16
23.0,17.2,96,1,20,0,25.0,8.0,0.68,49
30.9,0.2,63,3,9,1,12.0,6.0,0.5,4
21.0,5.4,84,2,17,1,5.0,2.0,0.6,2
31.1,7.4,46,2,20,1,8.0,3.5,0.563,11
20.3,0.0,85,5,14,1,15.0,7.0,0.533,29
18.4,0.0,52,1,21,1,50.0,25.0,0.5,46
18.1,17.9,92,4,23,1,50.0,25.0,0.5,44
27.9,11.4,62,0,11,1,7.0,3.0,0.571,5
17.2,0.0,62,2,14,1,12.0,6.0,0.5,0
24.5,0.0,98,6,12,1,20.0,7.0,0.65,44
23.2,13.5,78,6,20,1,5.0,2.0,0.6,65
25.7,19.1,81,5,16,1,15.0,7.0,0.533,17
18.7,0.0,64,2,16,1,4.0,1.2,0.7,41
24.1,0.0,96,6,17,1,15.0,7.0,0.533,38
18.8,17.1,40,5,13,1,12.0,6.0,0.5,16
24.1,0.0,33,0,21,1,8.0,3.5,0.563,17
27.1,19.9,79,2,10,1,8.0,2.0,0.75,1
20.7,0.0,51,3,10,1,7.0,3.0,0.571,8
30.3,0.0,99,6,21,1,25.0,8.0,0.68,16
25.2,19.4,88,4,11,1,7.0,3.0,0.571,41
29.6,0.0,98,3,22,1,5.0,1.5,0.7,9
26.1,4.5,63,3,15,1,7.0,3.0,0.571,14
15.2,10.5,90,6,10,0,5.0,2.0,0.6,18
30.8,0.0,85,6,21,1,10.0,3.5,0.65,23
28.7,15.9,85,2,12,1,8.0,2.0,0.75,14
18.8,0.0,58,5,18,1,50.0,25.0,0.5,53
24.7,0.0,98,4,14,1,7.0,3.0,0.571,25
24.5,17.1,88,1,15,1,8.0,2.0,0.75,11
21.3,12.5,98,2,6,1,15.0,7.0,0.533,0
37.4,0.0,31,2,10,1,25.0,8.0,0.68,17
18.5,0.0,93,1,16,1,8.0,3.5,0.563,14
31.0,0.6,80,6,10,1,20.0,7.0,0.65,14
25.8,3.8,45,6,18,1,4.0,1.2,0.7,29
20.7,0.0,34,3,13,0,8.0,2.0,0.75,11
31.9,1.9,69,1,21,1,8.0,3.5,0.563,20
29.5,0.0,62,5,23,1,20.0,7.0,0.65,17
21.9,0.0,60,0,12,1,12.0,6.0,0.5,20
22.5,3.3,61,4,9,1,5.0,1.5,0.7,22
28.4,0.0,41,3,10,1,25.0,8.0,0.68,10
26.5,0.0,37,4,16,1,8.0,3.5,0.563,44
29.8,14.0,70,0,10,0,25.0,8.0,0.68,27
32.4,0.0,78,3,12,0,10.0,3.5,0.65,2
18.1,0.0,99,3,20,1,20.0,7.0,0.65,11
19.4,3.7,100,2,20,1,12.0,5.0,0.583,11
27.2,0.0,88,2,14,1,5.0,2.0,0.6,14
26.6,0.0,76,1,6,1,25.0,8.0,0.68,13
20.5,14.4,93,4,18,1,8.0,2.0,0.75,10
18.5,5.7,96,5,16,1,8.0,2.0,0.75,11
16.0,0.0,92,1,7,1,5.0,1.5,0.7,18
15.7,0.0,97,6,18,1,8.0,3.5,0.563,69
28.6,0.0,39,2,13,1,15.0,7.0,0.533,2
30.1,0.0,83,3,7,1,25.0,8.0,0.68,26
16.3,0.0,39,2,22,1,20.0,7.0,0.65,7
36.7,0.0,98,0,9,1,7.0,3.0,0.571,44
19.4,0.0,83,1,11,1,50.0,25.0,0.5,27
32.6,0.0,84,2,20,1,12.0,5.0,0.583,33
33.2,0.0,50,3,22,1,4.0,1.2,0.7,13
25.2,7.0,82,4,16,1,10.0,3.5,0.65,58
24.9,0.0,57,2,13,1,8.0,2.0,0.75,0
36.3,5.1,34,3,18,1,50.0,25.0,0.5,14
15.4,2.7,57,0,15,1,7.0,3.0,0.571,52
32.7,0.0,95,6,14,1,20.0,7.0,0.65,73
36.3,3.1,63,3,17,1,10.0,3.5,0.65,26
20.7,5.1,57,0,18,1,20.0,7.0,0.65,0
31.6,0.0,42,3,11,0,12.0,5.0,0.583,37
21.9,0.0,37,6,18,1,15.0,7.0,0.533,11
23.0,16.3,59,6,9,1,8.0,2.0,0.75,36
34.5,0.0,97,5,18,1,12.0,5.0,0.583,4
27.4,3.0,80,5,13,1,25.0,8.0,0.68,15
28.2,1.8,73,2,18,1,12.0,6.0,0.5,10
28.1,1.0,85,2,8,1,4.0,1.2,0.7,22
18.0,0.0,80,3,23,1,8.0,2.0,0.75,4
19.5,12.3,64,4,13,1,5.0,1.5,0.7,6
22.4,18.5,74,0,19,1,8.0,2.0,0.75,33
22.9,13.1,86,2,11,0,8.0,3.5,0.563,26
25.1,0.0,40,1,17,1,15.0,7.0,0.533,11
16.3,0.0,44,1,15,1,4.0,1.2,0.7,9
25.8,6.6,96,4,12,1,7.0,3.0,0.571,17
27.6,12.5,97,5,6,1,8.0,2.0,0.75,23
18.9,5.7,31,5,14,0,25.0,8.0,0.68,1
30.2,13.3,79,2,9,1,4.0,1.2,0.7,8
26.7,14.2,55,3,23,1,8.0,3.5,0.563,5
27.9,14.2,92,1,22,1,10.0,3.5,0.65,22
18.6,0.0,68,5,17,1,50.0,25.0,0.5,26
21.3,1.2,65,3,6,1,8.0,3.5,0.563,4
22.9,0.0,78,5,10,1,8.0,3.5,0.563,7
29.1,0.0,49,5,13,1,10.0,3.5,0.65,3
35.9,6.6,99,1,12,1,50.0,25.0,0.5,36
34.8,0.0,85,5,22,1,5.0,1.5,0.7,37
30.1,0.0,98,1,16,1,8.0,2.0,0.75,19
19.2,0.0,82,5,6,1,12.0,5.0,0.583,15
25.2,18.7,54,5,14,1,50.0,25.0,0.5,27
19.2,0.0,59,4,14,0,4.0,1.2,0.7,48
20.3,0.0,91,2,8,1,15.0,7.0,0.533,34
34.5,9.4,92,2,11,1,5.0,2.0,0.6,18
18.8,0.0,31,0,19,1,12.0,6.0,0.5,46
20.1,13.4,86,6,12,1,7.0,3.0,0.571,8
30.8,17.3,78,3,18,1,15.0,7.0,0.533,31
24.1,18.8,34,4,23,1,12.0,5.0,0.583,14
25.4,0.0,35,1,22,1,10.0,3.5,0.65,24
26.9,12.6,68,1,15,1,10.0,3.5,0.65,30
25.6,8.4,89,0,22,1,8.0,2.0,0.75,29
17.1,10.0,82,6,23,1,5.0,1.5,0.7,17
15.6,9.1,71,1,20,1,20.0,7.0,0.65,0
35.9,0.0,87,1,9,0,12.0,5.0,0.583,0
17.0,14.1,50,6,22,1,5.0,1.5,0.7,19
23.8,15.4,48,4,10,1,50.0,25.0,0.5,7
16.2,0.0,53,2,20,1,5.0,2.0,0.6,23
37.1,0.0,93,4,14,1,4.0,1.2,0.7,12
33.6,12.2,90,1,12,1,12.0,6.0,0.5,17
25.2,12.0,56,1,23,1,12.0,6.0,0.5,6
18.4,0.0,34,2,7,1,25.0,8.0,0.68,8
34.3,6.0,52,0,9,1,5.0,1.5,0.7,12
21.5,0.0,88,5,23,1,5.0,2.0,0.6,1
23.3,0.7,78,2,16,0,12.0,5.0,0.583,12
34.4,1.3,65,1,9,1,4.0,1.2,0.7,20
24.5,4.2,97,4,7,1,20.0,7.0,0.65,6
31.7,12.1,70,5,15,0,4.0,1.2,0.7,26
28.2,12.5,93,4,21,1,7.0,3.0,0.571,24
35.3,0.0,30,5,15,1,12.0,6.0,0.5,52
25.7,0.0,83,0,12,0,4.0,1.2,0.7,67
22.7,0.0,55,6,12,1,50.0,25.0,0.5,11
20.9,1.4,30,4,23,1,12.0,5.0,0.583,7
22.7,0.0,54,5,6,1,4.0,1.2,0.7,27
36.2,9.6,91,6,7,1,20.0,7.0,0.65,24
25.6,0.0,82,2,20,1,5.0,2.0,0.6,39
34.2,0.0,32,4,16,1,12.0,5.0,0.583,41
30.8,16.0,65,2,8,0,8.0,3.5,0.563,4
37.6,12.5,44,4,18,1,25.0,8.0,0.68,21
31.2,6.3,60,2,19,1,8.0,2.0,0.75,7
34.1,6.1,34,2,11,1,20.0,7.0,0.65,4
36.0,0.0,94,4,6,1,8.0,2.0,0.75,45
22.8,0.0,71,5,22,1,5.0,2.0,0.6,14
33.9,0.0,34,5,10,1,5.0,2.0,0.6,0
31.4,10.4,41,2,7,1,12.0,6.0,0.5,12
35.5,2.1,69,5,15,0,20.0,7.0,0.65,12
22.4,0.0,86,2,14,1,5.0,1.5,0.7,47
21.3,0.0,95,2,9,1,5.0,1.5,0.7,22
27.5,0.0,66,2,14,1,4.0,1.2,0.7,20
18.9,0.0,36,4,16,1,15.0,7.0,0.533,29
25.8,0.0,41,0,9,1,5.0,2.0,0.6,17
19.1,11.9,69,5,20,1,50.0,25.0,0.5,51
31.4,0.0,89,6,23,1,20.0,7.0,0.65,1
17.1,0.0,69,5,20,0,15.0,7.0,0.533,15
31.3,0.0,48,3,13,1,5.0,1.5,0.7,35
36.0,7.8,71,5,16,1,15.0,7.0,0.533,19
15.7,9.5,66,3,20,1,12.0,6.0,0.5,33
28.9,2.5,39,3,9,1,8.0,2.0,0.75,9
27.3,8.0,91,1,13,1,8.0,2.0,0.75,19
22.8,0.0,85,4,19,1,50.0,25.0,0.5,67
27.5,4.7,92,5,8,1,15.0,7.0,0.533,15
28.7,6.5,81,6,20,1,4.0,1.2,0.7,20
17.5,16.3,37,6,18,0,4.0,1.2,0.7,13
33.8,0.0,49,6,6,1,4.0,1.2,0.7,34
21.7,12.3,70,1,12,1,12.0,6.0,0.5,20
33.3,13.6,31,5,17,1,7.0,3.0,0.571,28
24.3,2.6,36,0,17,1,15.0,7.0,0.533,10
27.9,0.0,60,0,15,1,25.0,8.0,0.68,13
28.6,0.0,85,2,18,1,50.0,25.0,0.5,19
30.2,0.0,76,1,12,1,10.0,3.5,0.65,23
21.6,0.0,32,1,10,1,50.0,25.0,0.5,6
35.4,0.0,83,3,10,1,5.0,2.0,0.6,7
28.9,0.0,84,4,11,1,12.0,6.0,0.5,21
23.8,4.5,60,4,6,1,10.0,3.5,0.65,23
21.2,18.5,91,2,7,1,12.0,5.0,0.583,25
17.6,9.6,97,0,10,1,12.0,5.0,0.583,39
25.7,1.6,39,0,13,1,8.0,2.0,0.75,20
27.4,0.0,98,2,7,1,5.0,1.5,0.7,27
25.8,0.0,67,3,16,1,8.0,2.0,0.75,31
15.8,0.0,63,5,15,1,7.0,3.0,0.571,57
25.9,0.0,67,4,7,1,25.0,8.0,0.68,33
29.4,0.0,39,3,8,1,8.0,2.0,0.75,0
20.8,12.3,44,6,14,1,8.0,2.0,0.75,12
35.9,0.0,52,1,20,1,15.0,7.0,0.533,26
20.4,0.0,73,6,22,1,7.0,3.0,0.571,36
28.7,0.0,82,6,21,1,4.0,1.2,0.7,31
20.5,8.8,74,1,12,1,8.0,2.0,0.75,14
21.1,0.0,90,0,11,1,25.0,8.0,0.68,18
32.2,15.0,79,1,18,1,7.0,3.0,0.571,17
18.3,17.4,70,2,20,1,12.0,6.0,0.5,25
37.0,0.0,85,4,17,1,10.0,3.5,0.65,61
34.7,0.0,62,2,14,1,15.0,7.0,0.533,6
24.0,15.5,53,1,12,1,5.0,1.5,0.7,32
15.2,0.2,43,0,19,1,20.0,7.0,0.65,2
23.1,14.5,41,1,7,1,5.0,1.5,0.7,7
30.1,16.7,45,5,9,1,25.0,8.0,0.68,33
18.0,13.1,53,4,11,1,4.0,1.2,0.7,41
25.7,18.7,71,3,14,1,7.0,3.0,0.571,49
33.0,0.0,72,6,7,1,7.0,3.0,0.571,23
37.0,5.3,55,0,21,1,25.0,8.0,0.68,44
19.1,9.8,43,4,19,1,15.0,7.0,0.533,21
21.0,0.0,62,0,8,1,12.0,6.0,0.5,10
15.4,10.0,79,5,6,1,8.0,2.0,0.75,44
31.1,0.0,92,4,6,1,7.0,3.0,0.571,25
24.3,14.6,30,6,8,0,12.0,6.0,0.5,21
33.8,0.0,75,0,23,1,50.0,25.0,0.5,23
22.0,0.0,73,5,8,1,20.0,7.0,0.65,22
32.5,5.8,79,1,23,1,4.0,1.2,0.7,0
21.9,0.0,86,0,17,1,5.0,1.5,0.7,40
18.2,0.0,38,0,13,1,12.0,5.0,0.583,44
29.8,10.0,37,3,6,0,8.0,2.0,0.75,1
16.0,0.0,98,1,22,1,20.0,7.0,0.65,17
28.3,0.0,32,0,10,1,5.0,2.0,0.6,10
16.1,14.0,69,0,11,1,12.0,6.0,0.5,12
25.5,0.0,43,6,8,1,8.0,2.0,0.75,51
28.7,12.3,81,6,12,1,4.0,1.2,0.7,30
37.4,0.0,57,4,10,1,20.0,7.0,0.65,20
28.6,0.0,83,0,9,1,8.0,2.0,0.75,18
23.5,0.0,35,3,13,1,5.0,2.0,0.6,30
33.2,0.0,32,4,18,1,5.0,2.0,0.6,36
15.1,0.0,90,0,15,1,12.0,6.0,0.5,13
19.7,0.0,60,2,22,1,12.0,5.0,0.583,23
30.9,11.9,68,3,8,1,5.0,2.0,0.6,25
15.1,4.7,99,4,9,1,20.0,7.0,0.65,11
25.7,0.0,54,5,12,1,10.0,3.5,0.65,3
30.8,0.0,35,3,11,1,4.0,1.2,0.7,19
23.4,0.0,88,3,14,1,25.0,8.0,0.68,9
32.0,0.0,92,1,11,1,25.0,8.0,0.68,33
16.6,0.0,71,5,20,1,10.0,3.5,0.65,23
32.2,0.0,42,1,9,1,50.0,25.0,0.5,14
24.5,0.0,92,3,13,1,8.0,3.5,0.563,14
18.3,18.6,88,1,18,1,25.0,8.0,0.68,31
29.5,0.0,37,1,16,1,12.0,5.0,0.583,14
17.6,0.0,73,3,19,1,7.0,3.0,0.571,16
28.9,15.8,100,4,11,1,8.0,3.5,0.563,24
24.5,0.0,89,3,12,1,8.0,3.5,0.563,37
31.8,0.0,85,6,13,1,7.0,3.0,0.571,22
35.5,0.0,35,1,6,1,15.0,7.0,0.533,18
31.9,10.1,42,4,18,1,25.0,8.0,0.68,40
20.5,11.2,46,5,19,1,12.0,6.0,0.5,73
20.5,20.0,88,3,15,1,20.0,7.0,0.65,9
28.4,0.0,81,3,10,1,15.0,7.0,0.533,18
29.4,14.1,72,6,8,1,5.0,2.0,0.6,30
21.8,0.0,56,2,23,0,10.0,3.5,0.65,12
16.9,0.0,76,5,7,1,8.0,2.0,0.75,10
23.8,0.0,52,4,7,1,25.0,8.0,0.68,27
31.2,11.2,60,1,10,0,5.0,1.5,0.7,54
29.9,0.0,58,6,12,1,10.0,3.5,0.65,15
35.7,10.1,74,2,7,1,20.0,7.0,0.65,0
26.5,16.6,98,5,23,1,12.0,6.0,0.5,31
29.3,16.0,88,6,8,1,7.0,3.0,0.571,8
24.0,0.0,65,2,8,1,4.0,1.2,0.7,13
18.4,0.0,32,6,12,1,4.0,1.2,0.7,28
37.3,10.8,32,3,17,1,7.0,3.0,0.571,12
16.4,0.0,82,1,22,0,7.0,3.0,0.571,40
30.1,15.7,86,4,22,1,15.0,7.0,0.533,64
28.0,18.0,77,1,14,1,12.0,6.0,0.5,0
18.4,0.0,50,3,11,1,7.0,3.0,0.571,46
21.6,19.5,44,5,10,1,12.0,5.0,0.583,9
28.2,8.8,34,1,12,1,25.0,8.0,0.68,31
37.5,3.0,45,4,11,1,5.0,1.5,0.7,31
36.4,15.4,99,2,10,1,25.0,8.0,0.68,16
29.9,5.9,86,6,10,1,10.0,3.5,0.65,38
17.6,0.0,44,0,10,1,20.0,7.0,0.65,30
24.2,0.0,37,3,17,1,7.0,3.0,0.571,2
19.5,0.0,40,1,14,1,15.0,7.0,0.533,0
30.6,19.2,95,3,12,1,10.0,3.5,0.65,26
23.3,0.0,77,5,19,1,25.0,8.0,0.68,19
22.9,6.2,86,6,23,1,25.0,8.0,0.68,7
33.5,5.8,83,5,19,0,12.0,5.0,0.583,7
28.8,2.9,38,3,22,1,5.0,2.0,0.6,39
17.0,8.2,47,3,11,1,15.0,7.0,0.533,10
34.1,0.0,68,4,21,1,8.0,3.5,0.563,17
26.4,14.8,68,0,6,1,15.0,7.0,0.533,0
25.9,0.0,92,5,15,1,5.0,1.5,0.7,28
20.6,0.0,38,6,14,1,12.0,5.0,0.583,9
23.3,0.0,90,4,19,1,15.0,7.0,0.533,60
23.6,0.0,50,4,6,1,12.0,5.0,0.583,50
18.4,0.0,36,5,10,1,15.0,7.0,0.533,30
24.6,18.2,39,0,15,1,7.0,3.0,0.571,16
32.6,0.0,51,6,9,1,10.0,3.5,0.65,18
35.1,16.5,76,6,15,1,10.0,3.5,0.65,22
28.3,16.5,92,1,22,1,4.0,1.2,0.7,18
36.2,3.3,54,1,22,1,50.0,25.0,0.5,17
29.1,16.6,44,6,23,1,8.0,2.0,0.75,23
36.1,2.3,76,0,21,1,50.0,25.0,0.5,26
35.5,12.0,33,2,11,0,5.0,2.0,0.6,42
20.1,0.0,56,1,13,1,12.0,5.0,0.583,31
24.8,0.0,91,6,9,0,5.0,2.0,0.6,8
16.0,2.2,90,5,22,0,8.0,2.0,0.75,31
16.0,6.0,56,6,9,1,4.0,1.2,0.7,38
19.2,0.0,65,0,8,1,15.0,7.0,0.533,3
23.1,17.1,38,5,13,0,15.0,7.0,0.533,15
32.6,10.6,98,1,15,1,4.0,1.2,0.7,11
17.3,0.0,53,4,21,1,25.0,8.0,0.68,10
37.0,0.0,84,6,17,1,12.0,6.0,0.5,53
20.2,2.3,47,0,20,1,8.0,3.5,0.563,2
31.2,11.1,79,0,16,1,12.0,6.0,0.5,13
28.8,6.2,84,1,23,1,7.0,3.0,0.571,4
35.6,0.0,92,3,17,0,8.0,3.5,0.563,19
24.1,0.0,80,5,8,1,5.0,1.5,0.7,14
28.6,0.0,55,5,11,1,50.0,25.0,0.5,15
28.7,0.0,93,0,13,1,20.0,7.0,0.65,25
32.6,0.0,81,2,18,1,7.0,3.0,0.571,11
21.4,15.4,59,0,14,1,12.0,6.0,0.5,5
15.7,0.0,33,0,8,1,5.0,1.5,0.7,34
28.9,6.5,96,4,9,1,5.0,2.0,0.6,69
33.2,4.0,99,3,21,1,8.0,2.0,0.75,19
27.6,19.1,70,3,9,1,20.0,7.0,0.65,14
25.6,0.7,51,5,15,1,50.0,25.0,0.5,65
18.1,14.3,92,6,9,1,12.0,6.0,0.5,22
30.8,11.4,80,4,11,1,5.0,1.5,0.7,28
28.6,7.6,33,2,15,1,7.0,3.0,0.571,31
17.9,0.0,73,2,6,1,15.0,7.0,0.533,20
24.8,0.0,61,3,17,1,50.0,25.0,0.5,13
29.9,0.0,44,0,8,1,8.0,3.5,0.563,24
15.5,0.0,84,0,20,1,20.0,7.0,0.65,11
35.7,5.3,78,3,6,1,15.0,7.0,0.533,0
22.4,2.0,94,0,12,1,15.0,7.0,0.533,7
22.8,0.0,55,2,17,1,8.0,2.0,0.75,33
34.5,0.0,63,0,23,0,12.0,6.0,0.5,10
